﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
05OJ005,1,1,2013,31,59.4,B,,,82.8,B,,,1250,,,,367,,155,,,,163,,,,74.0,B
05OJ005,1,1,2014,01,75.1,B,57.5,B,58.1,B,75.7,B,1090,,779,,1450,,806,,535,,384,,259,,144,B
05OJ005,1,1,2014,02,76.3,B,60.1,B,56.6,B,71.8,B,1080,,768,,1540,,756,,539,,321,,220,,146,B
05OJ005,1,1,2014,03,76.5,B,58.0,B,55.8,B,70.9,B,1090,,743,,1530,,745,,538,,324,,233,,149,B
05OJ005,1,1,2014,04,81.7,B,58.5,B,52.2,B,77.8,B,1120,,728,,1510,,691,,529,,362,,192,,154,B
05OJ005,1,1,2014,05,84.7,B,58.0,B,53.4,B,85.7,B,1150,,712,,1500,,652,,560,,343,,229,,147,B
05OJ005,1,1,2014,06,84.0,B,59.3,B,47.7,B,91.0,B,1160,,703,,1460,,631,,545,,333,,213,,145,B
05OJ005,1,1,2014,07,81.2,B,54.9,B,52.8,B,93.2,B,1170,,718,,1460,,600,,543,,318,,222,,145,B
05OJ005,1,1,2014,08,80.6,B,55.2,B,55.3,B,97.0,B,1150,,734,,1440,,567,,501,,306,,191,,141,B
05OJ005,1,1,2014,09,77.6,B,55.6,B,46.1,B,108,B,1150,,758,,1420,,549,,523,,317,,205,,143,B
05OJ005,1,1,2014,10,81.6,B,60.9,B,51.5,B,118,B,1150,,763,,1340,,503,,529,,309,,216,,142,B
05OJ005,1,1,2014,11,80.5,B,57.5,B,52.6,B,133,B,1140,,749,,1310,,501,,546,,324,,194,,139,B
05OJ005,1,1,2014,12,74.1,B,60.2,B,45.5,B,186,B,1100,,768,,1300,,478,,551,,291,,188,,138,B
05OJ005,1,1,2014,13,72.8,B,57.1,B,37.7,B,322,B,1100,,751,,1260,,501,,545,,293,,172,,137,B
05OJ005,1,1,2014,14,71.7,B,59.2,B,45.7,B,458,B,1090,,754,,1210,,483,,523,,296,,123,,135,B
05OJ005,1,1,2014,15,76.7,B,53.9,B,46.2,B,574,B,1060,,802,,1150,,461,,522,,300,,135,B,140,B
